grammatical phenomenon,model name,checkpoint,accuracy_v2,accuracy_v3,acc_diff,perplexity good_v2,perplexity good_v3,perp_good_diff,perplexity bad_v2,perplexity bad_v3,perp_bad_diff
determiner_noun_agreement_with_adj_2,shuffle_local3,checkpoint-3000,0.875,0.875,0.0,1066.7262201411886,1066.7262261805583,6.039369736754452e-06,1600.3570591333971,1600.3569870929657,-7.204043140518479e-05
determiner_noun_agreement_with_adj_2,shuffle_local5,checkpoint-3000,0.763,0.763,0.0,1064.3839789148878,1064.3839448897818,-3.402510606065334e-05,1365.4348238262698,1365.4346532108532,-0.0001706154166640772
determiner_noun_agreement_with_adj_2,shuffle_nondeterministic,checkpoint-3000,0.533,0.533,0.0,4341.53989914308,4341.539220737007,-0.0006784060733480146,4642.674008717735,4642.673172409991,-0.0008363077440662892
distractor_agreement_relative_clause,english,checkpoint-3000,0.441,0.4597315436241611,0.018731543624161073,1067.6596927208357,1040.1921849460591,-27.46750777477655,1037.4254231805178,1008.27443567774,-29.150987502777753
distractor_agreement_relative_clause,reverse_full,checkpoint-3000,0.44,0.4317673378076063,-0.008232662192393714,1240.7892676189815,1217.7708567079944,-23.018410910987086,1222.8024684130316,1181.165978180779,-41.636490232252754
distractor_agreement_relative_clause,reverse_partial,checkpoint-3000,0.404,0.4026845637583892,-0.0013154362416108456,693.8536409849346,659.6897882283002,-34.163852756634356,667.4109812865993,631.6555644204585,-35.75541686614076
distractor_agreement_relative_clause,shuffle_deterministic21,checkpoint-3000,0.548,0.5525727069351231,0.0045727069351230165,2787.3737999918176,2451.359990710698,-336.0138092811194,2853.374670520333,2515.5643190907385,-337.81035142959445
distractor_agreement_relative_clause,shuffle_even_odd,checkpoint-3000,0.395,0.3948545861297539,-0.00014541387024613606,1911.95483937945,1791.3452021877492,-120.60963719170081,1788.3156397788623,1667.505548077562,-120.81009170130028
distractor_agreement_relative_clause,shuffle_local10,checkpoint-3000,0.454,0.4574944071588367,0.0034944071588366987,1833.6140267104531,1615.007828596037,-218.6061981144162,1808.26229430288,1600.226230178121,-208.03606412475892
distractor_agreement_relative_clause,shuffle_local3,checkpoint-3000,0.443,0.5,0.056999999999999995,1470.3279748447435,1384.124572198092,-86.20340264665151,1430.0487182863571,1368.8734594267817,-61.17525885957548
distractor_agreement_relative_clause,shuffle_local5,checkpoint-3000,0.421,0.4720357941834452,0.05103579418344523,1468.028180460724,1399.0948354691077,-68.9333449916162,1437.3292178453282,1388.4103932990392,-48.91882454628899
distractor_agreement_relative_clause,shuffle_nondeterministic,checkpoint-3000,0.542,0.5525727069351231,0.010572706935123022,4001.444403357739,3484.9804532443804,-516.4639501133584,4084.162716219868,3574.9035793316666,-509.2591368882013
ellipsis_n_bar_1,english,checkpoint-3000,0.641,0.641,0.0,770.6322338722786,770.6322319773896,-1.8948890101455618e-06,839.9875557123,839.9875704457822,1.473348220315529e-05
ellipsis_n_bar_1,reverse_full,checkpoint-3000,0.501,0.501,0.0,1029.3305150449885,1029.330283876072,-0.00023116891657082306,1018.6838850474234,1018.6838085108432,-7.653658019535214e-05
ellipsis_n_bar_1,reverse_partial,checkpoint-3000,0.602,0.602,0.0,691.3518298440674,691.3518060555115,-2.3788555949977308e-05,733.4490681468518,733.4490603523657,-7.79448612320266e-06
ellipsis_n_bar_1,shuffle_deterministic21,checkpoint-3000,0.453,0.453,0.0,2948.2033909538277,2948.2029929362825,-0.0003980175451943069,2769.3915404671234,2769.3911785511455,-0.000361915977919125
ellipsis_n_bar_1,shuffle_even_odd,checkpoint-3000,0.462,0.462,0.0,1467.4892941904222,1467.4891306818745,-0.0001635085477573739,1423.3290563176015,1423.3288907938131,-0.00016552378838241566
ellipsis_n_bar_1,shuffle_local10,checkpoint-3000,0.49,0.49,0.0,1675.1909007649213,1675.190682113917,-0.00021865100416107452,1671.814233330835,1671.8141047718843,-0.00012855895056418376
ellipsis_n_bar_1,shuffle_local3,checkpoint-3000,0.6,0.6,0.0,1088.5541398810874,1088.5541026877213,-3.719336609719903e-05,1187.775191610266,1187.775098115416,-9.349484980702982e-05
ellipsis_n_bar_1,shuffle_local5,checkpoint-3000,0.524,0.524,0.0,1094.9324373277825,1094.9324010936675,-3.6234114986655186e-05,1112.9333504151955,1112.9332620188625,-8.839633301249705e-05
ellipsis_n_bar_1,shuffle_nondeterministic,checkpoint-3000,0.475,0.475,0.0,3520.785787216178,3520.7853678817564,-0.0004193344216218975,3425.831674712303,3425.83122507654,-0.0004496357632888248
existential_there_quantifiers_1,english,checkpoint-3000,0.972,0.972,0.0,511.887543716533,511.8874908101049,-5.2906428095411684e-05,1477.0189051979523,1477.0186380874602,-0.00026711049213190563
existential_there_quantifiers_1,reverse_full,checkpoint-3000,0.944,0.944,0.0,547.4464791118069,547.4463934030412,-8.570876570956898e-05,1155.1140472171874,1155.1137883483602,-0.00025886882713166415
existential_there_quantifiers_1,reverse_partial,checkpoint-3000,0.953,0.953,0.0,280.95005073748365,280.9500079430841,-4.279439957599607e-05,599.8905877952661,599.8905125062785,-7.528898765940539e-05
existential_there_quantifiers_1,shuffle_deterministic21,checkpoint-3000,0.91,0.91,0.0,1737.4004615679464,1737.4001101969784,-0.00035137096801918233,3186.8185432455107,3186.818173966762,-0.00036927874862158205
existential_there_quantifiers_1,shuffle_even_odd,checkpoint-3000,0.92,0.92,0.0,622.0640416523015,622.0641133373944,7.168509284838365e-05,1562.7130147233136,1562.7130299852097,1.5261896123774932e-05
existential_there_quantifiers_1,shuffle_local10,checkpoint-3000,0.823,0.823,0.0,828.5874535790252,828.5874281325501,-2.5446475092394394e-05,1195.4961744713007,1195.4961582667804,-1.6204520306928316e-05
existential_there_quantifiers_1,shuffle_local3,checkpoint-3000,0.913,0.913,0.0,659.1494489187317,659.1495445445147,9.562578304667113e-05,1145.651627124519,1145.651487942899,-0.00013918162017034774
existential_there_quantifiers_1,shuffle_local5,checkpoint-3000,0.899,0.899,0.0,672.4031584297801,672.4031594348297,1.0050496257463237e-06,1055.28467818141,1055.2844950117135,-0.00018316969658371818
existential_there_quantifiers_1,shuffle_nondeterministic,checkpoint-3000,0.822,0.822,0.0,2080.941879038155,2080.9415528975687,-0.00032614058636681875,2907.178825718744,2907.1783067051697,-0.0005190135743760038
irregular_past_participle_adjectives,english,checkpoint-3000,0.98,0.984,0.0040000000000000036,712.3525367498718,618.9152169920328,-93.43731975783896,1475.8716766385016,1292.1418385785682,-183.7298380599334
irregular_past_participle_adjectives,reverse_full,checkpoint-3000,0.989,0.979,-0.010000000000000009,586.5257025116122,504.9054362798377,-81.62026623177445,1355.422669066988,1180.4899810013096,-174.93268806567835
irregular_past_participle_adjectives,reverse_partial,checkpoint-3000,0.816,0.862,0.04600000000000004,378.6620937371542,336.71124773118987,-41.95084600596431,527.8787761964412,488.6079957840733,-39.27078041236791
irregular_past_participle_adjectives,shuffle_deterministic21,checkpoint-3000,0.804,0.79,-0.014000000000000012,1405.9621022253828,1228.1867970324988,-177.77530519288393,1779.2809804458493,1570.405211761329,-208.87576868452038
irregular_past_participle_adjectives,shuffle_even_odd,checkpoint-3000,0.83,0.843,0.013000000000000012,1417.663767787348,1159.4905549520224,-258.17321283532556,2626.6827635554255,2431.488395268694,-195.19436828673133
irregular_past_participle_adjectives,shuffle_local10,checkpoint-3000,0.895,0.914,0.019000000000000017,712.7561241662584,623.3044607644356,-89.45166340182277,1117.3581671358677,992.7965876638395,-124.56157947202814
irregular_past_participle_adjectives,shuffle_local3,checkpoint-3000,0.928,0.932,0.0040000000000000036,388.52977660866344,314.54232276809023,-73.98745384057321,868.8407937460153,723.8990391537064,-144.94175459230883
irregular_past_participle_adjectives,shuffle_local5,checkpoint-3000,0.906,0.913,0.007000000000000006,416.0989989394355,353.7186261226121,-62.38037281682341,672.306883067094,590.6338196195574,-81.6730634475366
irregular_past_participle_adjectives,shuffle_nondeterministic,checkpoint-3000,0.678,0.717,0.038999999999999924,1357.6477432827817,1229.5980563517091,-128.04968693107253,1531.4752435392109,1418.8897979718777,-112.58544556733318
left_branch_island_simple_question,english,checkpoint-3000,0.669,0.669,0.0,1922.874995542864,1922.8750789574256,8.341456145899429e-05,2444.142226984558,2444.1428428929325,0.0006159083745842509
left_branch_island_simple_question,reverse_full,checkpoint-3000,0.608,0.608,0.0,1807.9493977237755,1807.949462698283,6.497450749520794e-05,2026.762684830387,2026.762706873256,2.2042869204597082e-05
left_branch_island_simple_question,reverse_partial,checkpoint-3000,0.441,0.441,0.0,1137.1834451552663,1137.183693210781,0.00024805551470308274,1027.3216208448264,1027.3216260171816,5.172355258764583e-06
left_branch_island_simple_question,shuffle_deterministic21,checkpoint-3000,0.268,0.268,0.0,3513.825115853301,3513.824764148563,-0.00035170473802281776,2498.7550233638444,2498.754547922017,-0.00047544182734782225
left_branch_island_simple_question,shuffle_even_odd,checkpoint-3000,0.519,0.519,0.0,2952.33207189622,2952.3317049951615,-0.0003669010584417265,3004.685843816244,3004.685915440564,7.162431984397699e-05
left_branch_island_simple_question,shuffle_local10,checkpoint-3000,0.368,0.368,0.0,2625.537137370352,2625.5370085044274,-0.0001288659245801682,1945.0314819408245,1945.0313328728569,-0.00014906796764080354
left_branch_island_simple_question,shuffle_local3,checkpoint-3000,0.375,0.375,0.0,3566.5232185858877,3566.5229286928493,-0.00028989303837079206,2752.366778090508,2752.3662373837333,-0.0005407067747000838
left_branch_island_simple_question,shuffle_local5,checkpoint-3000,0.272,0.272,0.0,3274.687695028163,3274.6871989951624,-0.0004960330006724689,1807.7494433112831,1807.7493530333884,-9.027789474203018e-05
left_branch_island_simple_question,shuffle_nondeterministic,checkpoint-3000,0.532,0.532,0.0,5233.511509624866,5233.51066531868,-0.000844306186081667,5314.586925884353,5314.585981468394,-0.0009444159595659585
principle_A_c_command,english,checkpoint-3000,0.592,0.592,0.0,865.5455342446795,865.5454477172913,-8.652738824821427e-05,908.6423661715226,908.6422743438712,-9.182765131754422e-05
principle_A_c_command,reverse_full,checkpoint-3000,0.664,0.664,0.0,1004.4620166158934,1004.4619856414392,-3.0974454148235964e-05,1089.873396758859,1089.8733655523336,-3.120652536381385e-05
principle_A_c_command,reverse_partial,checkpoint-3000,0.656,0.656,0.0,537.4437219879725,537.4437274587095,5.47073705092771e-06,574.2077616619625,574.2077797514729,1.808951037673978e-05
principle_A_c_command,shuffle_deterministic21,checkpoint-3000,0.544,0.544,0.0,2052.1386101856324,2052.138294187179,-0.00031599845351593103,2073.558230637944,2073.557936805658,-0.000293832285933604
principle_A_c_command,shuffle_even_odd,checkpoint-3000,0.485,0.485,0.0,1429.5742209291177,1429.5740875508895,-0.00013337822815628897,1396.8445718079522,1396.8444082576168,-0.00016355033540094155
principle_A_c_command,shuffle_local10,checkpoint-3000,0.587,0.587,0.0,1447.763347714948,1447.7632192616804,-0.00012845326750721142,1491.9350721982655,1491.934973274938,-9.892332741401333e-05
principle_A_c_command,shuffle_local3,checkpoint-3000,0.56,0.56,0.0,1118.9790399494473,1118.9789674822025,-7.246724476317468e-05,1146.3150518040527,1146.3149927974134,-5.90066392760491e-05
principle_A_c_command,shuffle_local5,checkpoint-3000,0.699,0.699,0.0,1096.461447961463,1096.4612794944414,-0.00016846702146722237,1226.024538848517,1226.024395941631,-0.00014290688613982638
principle_A_c_command,shuffle_nondeterministic,checkpoint-3000,0.611,0.611,0.0,3286.894069847993,3286.893526007789,-0.000543840203590662,3403.960087716624,3403.95949403449,-0.000593682133967377
wh_questions_object_gap,english,checkpoint-3000,0.643,0.643,0.0,836.3100121486124,836.309956123052,-5.6025560411399056e-05,964.54683454744,964.546734928364,-9.961907596789388e-05
wh_questions_object_gap,reverse_full,checkpoint-3000,0.595,0.595,0.0,991.841995330637,991.8418512032052,-0.0001441274317812713,1066.235436457725,1066.2354422045196,5.746794613514794e-06
wh_questions_object_gap,reverse_partial,checkpoint-3000,0.613,0.613,0.0,516.6773797945025,516.6773939434269,1.4148924378787342e-05,570.79584830618,570.7958429842361,-5.321943945091334e-06
wh_questions_object_gap,shuffle_deterministic21,checkpoint-3000,0.537,0.537,0.0,2658.699232611308,2658.698774433024,-0.0004581782841341919,2712.283975895783,2712.283706053761,-0.00026984202213498065
wh_questions_object_gap,shuffle_even_odd,checkpoint-3000,0.548,0.548,0.0,1356.8444852984614,1356.8444265549756,-5.8743485851664445e-05,1440.7456055669772,1440.745501396672,-0.00010417030534881633
wh_questions_object_gap,shuffle_local10,checkpoint-3000,0.584,0.584,0.0,1471.0928069080876,1471.0926098605703,-0.00019704751730387216,1612.002511178276,1612.0023085637035,-0.00020261457257220172
wh_questions_object_gap,shuffle_local3,checkpoint-3000,0.585,0.585,0.0,989.3946425358534,989.3946176753064,-2.4860547000571387e-05,1031.3399351089995,1031.3398989195573,-3.618944219851983e-05
wh_questions_object_gap,shuffle_local5,checkpoint-3000,0.685,0.685,0.0,930.4544802730022,930.4544230551724,-5.721782986256585e-05,1086.5032463151992,1086.5032118790696,-3.443612968112575e-05
wh_questions_object_gap,shuffle_nondeterministic,checkpoint-3000,0.689,0.689,0.0,3543.033492962088,3543.0331127604654,-0.0003802016226472915,4135.036551984995,4135.035715570853,-0.0008364141413039761
wh_questions_object_gap_long_distance,english,checkpoint-3000,0.594,0.594,0.0,861.905472729255,861.9054118638203,-6.086543476158113e-05,912.7686598684568,912.7685867450086,-7.312344814636162e-05
wh_questions_object_gap_long_distance,reverse_full,checkpoint-3000,0.575,0.575,0.0,1080.008150716923,1080.0081067414487,-4.3975474227408995e-05,1135.5069861153954,1135.506949454426,-3.666096949928033e-05
wh_questions_object_gap_long_distance,reverse_partial,checkpoint-3000,0.594,0.594,0.0,608.2093019211087,608.2092824964035,-1.9424705214987625e-05,654.7467147502414,654.7467015945668,-1.315567453730182e-05
wh_questions_object_gap_long_distance,shuffle_deterministic21,checkpoint-3000,0.56,0.56,0.0,2347.727237095566,2347.7268968038534,-0.0003402917127459659,2439.4424563704197,2439.442051917352,-0.0004044530678584124
wh_questions_object_gap_long_distance,shuffle_even_odd,checkpoint-3000,0.594,0.594,0.0,1328.5761263640954,1328.576050674667,-7.568942851321481e-05,1434.7801995988186,1434.7800977508566,-0.0001018479620142898
wh_questions_object_gap_long_distance,shuffle_local10,checkpoint-3000,0.608,0.608,0.0,1234.2526522526416,1234.2525418610242,-0.00011039161745429737,1403.0405251996222,1403.0403453666024,-0.0001798330197289033
wh_questions_object_gap_long_distance,shuffle_local3,checkpoint-3000,0.548,0.548,0.0,998.2927392628682,998.292711964691,-2.729817720137362e-05,998.3424923869048,998.3424438677608,-4.8519144002057146e-05
wh_questions_object_gap_long_distance,shuffle_local5,checkpoint-3000,0.653,0.653,0.0,932.320569626834,932.3204934501938,-7.617664016379422e-05,1054.5407245770302,1054.5406697585302,-5.4818500075271004e-05
wh_questions_object_gap_long_distance,shuffle_nondeterministic,checkpoint-3000,0.664,0.664,0.0,2956.9579191822104,2956.957451454723,-0.0004677274873756687,3333.3936791218407,3333.3929782087203,-0.0007009131204540608
wh_questions_subject_gap,english,checkpoint-3000,0.852,0.852,0.0,775.7867464077781,775.7866915919242,-5.4815853900436196e-05,1137.786006212296,1137.785927701646,-7.85106499279209e-05
wh_questions_subject_gap,reverse_full,checkpoint-3000,0.856,0.856,0.0,917.1075568898658,917.1074225157354,-0.00013437413042538537,1356.1723072268198,1356.1721442019864,-0.0001630248334549833
wh_questions_subject_gap,reverse_partial,checkpoint-3000,0.84,0.84,0.0,509.676971551633,509.6769861424322,1.4590799196412263e-05,706.6238895378298,706.6239077452284,1.8207398625236237e-05
wh_questions_subject_gap,shuffle_deterministic21,checkpoint-3000,0.627,0.627,0.0,2737.6611610016707,2737.6607641990304,-0.0003968026403526892,2937.2038860800735,2937.203685384123,-0.0002006959502978134
wh_questions_subject_gap,shuffle_even_odd,checkpoint-3000,0.796,0.796,0.0,1202.5449458893725,1202.544930521429,-1.536794343337533e-05,1765.802386864476,1765.8021284975537,-0.0002583669222531171
wh_questions_subject_gap,shuffle_local10,checkpoint-3000,0.82,0.82,0.0,1345.917611692373,1345.917454610284,-0.00015708208889009256,2028.3384718989955,2028.3381379500636,-0.0003339489319387212
wh_questions_subject_gap,shuffle_local3,checkpoint-3000,0.857,0.857,0.0,773.2004578568076,773.2004134773726,-4.437943493940111e-05,1196.8350587647249,1196.8350060948096,-5.266991524877085e-05
wh_questions_subject_gap,shuffle_local5,checkpoint-3000,0.864,0.864,0.0,863.1041790222182,863.104109753697,-6.92685212015931e-05,1271.0980590829329,1271.0980145168464,-4.456608644431981e-05
wh_questions_subject_gap,shuffle_nondeterministic,checkpoint-3000,0.741,0.741,0.0,3790.280016324731,3790.27939167621,-0.0006246485213523556,4257.5569437427675,4257.556209102057,-0.0007346407101067598
wh_questions_subject_gap_long_distance,english,checkpoint-3000,0.895,0.895,0.0,832.884675282827,832.8846873828137,1.209998674767121e-05,1149.0434253607789,1149.0434085577388,-1.6803040125523694e-05
wh_questions_subject_gap_long_distance,reverse_full,checkpoint-3000,0.848,0.848,0.0,986.372615912444,986.3726050585836,-1.0853860317183717e-05,1310.5973986424517,1310.597452034548,5.3392096333482186e-05
wh_questions_subject_gap_long_distance,reverse_partial,checkpoint-3000,0.903,0.903,0.0,602.8375211222108,602.8375570385906,3.591637982935936e-05,810.158552029244,810.1585064042205,-4.562502351745934e-05
wh_questions_subject_gap_long_distance,shuffle_deterministic21,checkpoint-3000,0.713,0.713,0.0,2452.751341155295,2452.75100093478,-0.00034022051477222703,2947.428381025275,2947.4279939790154,-0.00038704625967511674
wh_questions_subject_gap_long_distance,shuffle_even_odd,checkpoint-3000,0.794,0.794,0.0,1396.35161371881,1396.35154059811,-7.312070010812022e-05,1924.0733664118416,1924.073277943796,-8.846804553286347e-05
wh_questions_subject_gap_long_distance,shuffle_local10,checkpoint-3000,0.772,0.772,0.0,1318.8331617568488,1318.8330428174463,-0.00011893940245499834,1765.5539899056855,1765.5537571864768,-0.0002327192087250296
wh_questions_subject_gap_long_distance,shuffle_local3,checkpoint-3000,0.828,0.828,0.0,945.659291641202,945.6592422276748,-4.941352722198644e-05,1356.0504573085716,1356.0503273057816,-0.0001300027900015266
wh_questions_subject_gap_long_distance,shuffle_local5,checkpoint-3000,0.84,0.84,0.0,925.331328608951,925.331277554256,-5.10546950636126e-05,1272.1645296985898,1272.1644190582206,-0.00011064036925745313
wh_questions_subject_gap_long_distance,shuffle_nondeterministic,checkpoint-3000,0.677,0.677,0.0,3454.9495468623168,3454.949178984998,-0.0003678773186948092,3824.718446810432,3824.717866323638,-0.0005804867937513336
